,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,Fence,MiscFeature,SaleType,SaleCondition,GarageAge,SinceYearSold,HouseAge,TotalHouseSF,TotalPorchSF
1446,20,RL,70.01929530201342,26142,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1962,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,TA,TA,No,Rec,593,Unf,595,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,Unf,1,312,TA,TA,P,0,NA,NA,WD,Normal,62.0,14,62,3564,300
1375,20,RL,89.0,10991,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,1571,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,722,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,17,4713,136
553,20,RL,67.0,8777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,2003,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,5,Typ,0,NA,Detchd,Fin,2,520,TA,TA,N,0,MnPrv,NA,WD,Normal,22.0,15,75,2252,96
932,20,RL,84.0,11670,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Somerst,RRNn,Norm,1Fam,1Story,9,5,2006,Hip,CompShg,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,1905,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3,788,TA,TA,Y,0,NA,NA,WD,Normal,18.0,17,18,5715,191
490,160,RM,70.01929530201342,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,264,GasA,TA,Y,SBrkr,688,0,0,1,1,3,1,TA,4,Typ,1,Gd,BuiltIn,Fin,1,336,TA,TA,Y,0,NA,NA,WD,Normal,48.0,16,48,2184,165
1322,60,RL,107.0,10186,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,Gable,CompShg,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,76,GasA,Ex,Y,SBrkr,862,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,564,TA,TA,Y,0,NA,NA,WD,Normal,32.0,14,32,3734,279
1179,20,RL,77.0,8335,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Min2,1,Gd,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,Normal,-1.0,18,70,2248,226
146,30,RM,51.0,6120,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1993,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,209,Unf,506,GasA,TA,Y,FuseA,0,1,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,Unf,1,180,Fa,TA,Y,0,NA,NA,WD,Normal,93.0,15,93,2465,48
404,60,RL,70.01929530201342,10364,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,806,GasA,Gd,Y,SBrkr,766,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2,373,TA,TA,Y,0,NA,NA,WD,Normal,29.0,17,29,3184,40
960,20,RL,50.0,7207,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,2008,Gable,CompShg,Wd Sdng,Plywood,NA,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696,Unf,162,GasA,Gd,Y,SBrkr,0,1,0,1,0,2,1,TA,4,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,NA,NA,WD,Normal,-1.0,14,66,2574,117
1370,50,RL,90.0,5400,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1950,Gable,CompShg,CBlock,CBlock,NA,0.0,Fa,TA,PConc,TA,TA,No,ALQ,315,Rec,420,GasA,Ex,Y,SBrkr,534,0,0,1,0,2,1,TA,6,Typ,0,NA,Detchd,Fin,1,338,TA,TA,Y,0,NA,NA,WD,Normal,57.0,15,104,3054,198
663,85,RL,90.0,10012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,920,Rec,38,GasA,TA,Y,SBrkr,0,1,0,2,0,3,1,TA,6,Typ,0,NA,Detchd,RFn,2,588,TA,TA,Y,0,MnPrv,NA,WD,Normal,50.0,16,52,3500,180
465,120,RM,70.01929530201342,3072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1375,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,Fin,2,398,TA,TA,Y,0,NA,NA,WD,Normal,20.0,18,20,4203,164
186,80,RL,70.01929530201342,9947,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,7,5,1991,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,577,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,Unf,2,497,TA,TA,Y,0,GdPrv,NA,WD,Normal,34.0,15,34,3622,195
1155,20,RL,90.0,10768,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,2004,Gable,CompShg,Plywood,Plywood,NA,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,1157,Unf,280,GasA,TA,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,528,TA,TA,Y,0,NA,NA,WD,Normal,48.0,17,48,4311,201
1232,90,RL,70.0,9842,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0,NA,0,GasA,TA,Y,SBrkr,0,0,0,2,0,2,2,TA,6,Typ,0,NA,CarPort,Unf,2,462,TA,TA,Y,0,NA,NA,WD,Normal,62.0,17,62,2448,0
611,80,RL,70.01929530201342,10395,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605,Unf,427,GasA,TA,Y,SBrkr,0,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,564,TA,TA,Y,0,MnPrv,Shed,WD,Normal,46.0,17,46,3096,0
143,20,RL,78.0,10335,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679,Unf,811,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,577,TA,TA,Y,0,NA,NA,WD,Normal,25.0,15,25,4492,173
755,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,TA,TA,PConc,Gd,TA,No,GLQ,381,Unf,348,GasA,Gd,Y,SBrkr,729,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,440,TA,TA,Y,0,NA,NA,WD,Normal,25.0,15,25,2942,24
989,60,FV,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,770,GasA,Ex,Y,SBrkr,798,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,RFn,2,614,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,3124,50
197,75,RL,174.0,25419,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,8,4,1990,Gable,CompShg,Stucco,Stucco,NA,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,140,GasA,Gd,Y,SBrkr,1360,1,1,2,0,4,1,Gd,8,Typ,1,Ex,Detchd,Unf,2,795,TA,TA,Y,512,GdPrv,NA,WD,Abnorml,106.0,18,106,5832,568
887,50,RL,59.0,16466,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,816,GasA,TA,Y,SBrkr,521,0,0,1,1,3,1,TA,8,Typ,0,NA,Attchd,Unf,1,300,TA,TA,Y,0,NA,NA,WD,Normal,69.0,16,69,3081,386
280,60,RL,82.0,11287,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,386,GasA,Gd,Y,SBrkr,807,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,575,TA,TA,Y,0,NA,NA,WD,Normal,35.0,17,35,3964,280
294,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,131,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,418,TA,TA,Y,0,NA,NA,WD,Normal,71.0,15,71,4704,110
1330,20,RL,85.0,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,1588,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3,825,TA,TA,Y,0,NA,NA,WD,Normal,18.0,17,18,4764,189
402,30,RL,60.0,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1997,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,672,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,Unf,1,240,TA,TA,N,0,GdPrv,NA,WD,Normal,84.0,16,84,2016,168
122,20,RL,75.0,9464,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,Gd,CBlock,TA,TA,No,BLQ,570,Unf,510,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,288,TA,TA,Y,0,NA,NA,WD,Normal,66.0,16,66,3240,130
1215,20,RL,99.0,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,180,LwQ,340,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,RFn,1,384,TA,TA,Y,0,MnPrv,NA,WD,Normal,58.0,17,58,2682,0
202,50,RL,50.0,7000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,GasA,Gd,Y,SBrkr,445,0,0,2,0,2,1,TA,6,Min1,0,NA,Attchd,Unf,1,398,TA,TA,Y,0,NA,NA,COD,Normal,100.0,18,100,2792,126
839,50,RL,70.0,11767,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1995,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,352,Unf,416,GasA,Ex,Y,SBrkr,432,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,NA,NA,WD,Normal,78.0,16,78,2736,0
247,20,RL,75.0,11310,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,Hip,CompShg,Wd Sdng,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1367,GasA,Ex,Y,SBrkr,0,0,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,Unf,2,451,TA,TA,Y,0,NA,NA,WD,Normal,70.0,18,70,4117,30
1388,20,RL,42.0,14892,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,160.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1320,Unf,426,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,Fin,3,758,TA,TA,Y,0,NA,NA,WD,Normal,18.0,15,18,5238,240
1402,20,RL,64.0,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,1286,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,662,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,3874,223
1161,20,RL,70.01929530201342,14778,Pave,NA,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,728,Unf,568,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,924,TA,TA,Y,0,NA,NA,WD,Normal,31.0,16,70,4576,324
386,50,RL,58.0,8410,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,5,3,1996,Gambrel,CompShg,Wd Sdng,VinylSd,NA,0.0,TA,Fa,PConc,TA,TA,No,Unf,0,Unf,658,GasA,TA,Y,SBrkr,526,0,0,1,0,5,1,TA,8,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,NA,NA,WD,AdjLand,-1.0,18,114,2500,151
1289,60,RL,86.0,11065,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,1085,GasA,Ex,Y,SBrkr,850,0,0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,Fin,3,753,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,4175,251
858,20,RL,80.0,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,1090,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,479,TA,TA,Y,0,MnPrv,NA,WD,Family,48.0,15,48,3830,0
219,120,RL,43.0,3010,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1232,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,Fin,2,438,TA,TA,Y,0,NA,NA,New,Partial,19.0,18,19,3744,108
644,20,FV,85.0,9187,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121,Unf,645,GasA,Ex,Y,SBrkr,0,1,0,2,1,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3,478,TA,TA,Y,0,NA,NA,New,Partial,15.0,15,15,5298,325
1,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,6,8,1976,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,978,Unf,284,GasA,Ex,Y,SBrkr,0,0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,460,TA,TA,Y,0,NA,NA,WD,Normal,48.0,17,48,3786,298
112,60,RL,77.0,9965,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,984,Unf,280,GasA,Ex,Y,SBrkr,1414,1,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,792,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,17,5242,472
702,60,RL,82.0,12438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,1234,GasA,Ex,Y,SBrkr,1312,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,666,TA,TA,Y,0,NA,NA,New,Partial,18.0,18,18,5074,424
1395,60,RL,88.0,12665,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,Gd,Unf,0,Unf,1094,GasA,Ex,Y,SBrkr,1349,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,642,TA,TA,Y,0,NA,NA,WD,Normal,19.0,17,19,4709,183
957,20,RL,70.0,7420,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,Hip,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,417,Unf,640,GasA,TA,Y,SBrkr,0,0,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Fin,2,576,TA,TA,Y,0,NA,NA,WD,Normal,47.0,17,62,3171,0
1284,50,RL,50.0,9638,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1990,Gable,CompShg,Wd Sdng,Wd Shng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,804,GasA,Ex,Y,SBrkr,748,0,0,2,0,4,1,Gd,10,Min2,1,Gd,Detchd,Unf,1,336,TA,TA,Y,0,NA,NA,WD,Normal,55.0,14,105,4950,430
1319,20,RL,75.0,10215,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,372,GasA,Ex,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,0,NA,Attchd,Unf,1,248,TA,TA,Y,0,NA,NA,WD,Normal,70.0,17,70,2760,0
443,120,RL,53.0,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,1258,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,648,TA,TA,Y,0,NA,NA,New,Partial,17.0,17,18,3774,160
1144,190,RL,60.0,12180,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1950,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Fa,BrkTil,Gd,TA,No,BLQ,348,Unf,324,Grav,Fa,N,FuseA,252,1,0,1,0,2,1,Fa,5,Typ,0,NA,Detchd,Unf,1,280,TA,TA,Y,0,MnPrv,NA,WD,Normal,83.0,14,83,2268,0
1265,160,FV,35.0,3735,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,241,GasA,Ex,Y,SBrkr,739,1,0,2,1,3,1,Gd,6,Typ,0,NA,Detchd,Unf,2,506,TA,TA,Y,0,NA,NA,WD,Normal,25.0,18,25,2856,34
667,20,RL,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,Unf,270,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,1,Fa,Attchd,RFn,2,575,TA,TA,Y,0,NA,NA,WD,Normal,30.0,16,30,4766,266
1338,60,RL,95.0,13450,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,216,GasA,Ex,Y,SBrkr,941,1,0,2,1,3,1,Gd,8,Typ,0,NA,BuiltIn,RFn,2,492,TA,TA,Y,0,NA,NA,WD,Normal,22.0,18,22,3697,237
1266,190,RM,60.0,10120,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1950,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,925,GasA,TA,N,FuseF,925,0,0,1,1,4,2,TA,9,Typ,1,Gd,Detchd,Unf,1,308,TA,TA,N,0,MnPrv,NA,WD,Normal,64.0,17,114,3778,264
1297,180,RM,35.0,3675,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,GasA,Gd,Y,SBrkr,0,1,0,2,0,2,1,TA,5,Typ,0,NA,Basment,Fin,2,525,TA,TA,Y,0,NA,NA,New,Partial,19.0,18,19,2691,44
318,60,RL,90.0,9900,Pave,NA,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,360,GasA,Ex,Y,SBrkr,1274,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,656,TA,TA,Y,0,NA,NA,WD,Normal,31.0,15,31,5365,544
652,60,RL,70.0,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,880,GasA,Ex,Y,SBrkr,807,0,0,2,1,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,0,NA,NA,WD,Normal,28.0,15,28,3505,120
713,190,RL,60.0,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,TA,TA,CBlock,TA,TA,Av,ALQ,789,Unf,171,GasW,TA,N,SBrkr,0,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,NA,NA,WD,Normal,54.0,18,54,2880,288
1292,70,RM,60.0,6600,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,4,1965,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,994,GasA,TA,N,SBrkr,994,0,0,2,0,4,2,TA,11,Min2,0,NA,Attchd,RFn,1,432,TA,TA,Y,0,NA,NA,WD,Normal,39.0,15,132,4744,287
